Population,Treatment,TOE,Fv.Fm,Fq.Fm,NPQ,qP,qN,qL,qI,phiNO,phiNPQ,npq.t,ChlIdx,AriIdx,NDVI,Site,Year,Timepoint
A,40%,348,0.7846819682507465,0.116422616591913,1.0232726001227048,0.19590190679496475,0.6152033564872867,0.10072782113788932,1.0204188332879376,0.41955872285041174,0.46387098133389226,2.73125258394563,1.6251659186256524,0.8738165138607328,0.7404060470792325,SCalifornia,2010,Early
A,40%,360,0.782206623962633,0.1233979100428145,1.0681809720754576,0.2083896469072965,0.6264166081980533,0.10834540040405605,1.0649972484398875,0.40598157255253625,0.47080527377421477,2.786635388210875,1.5984218816333575,0.8714188851550395,0.7402929991632989,SCalifornia,2010,Early
A,40%,372,0.789426022496472,0.111678271489643,0.9600997863412662,0.18171912142512225,0.5930877425836357,0.0875380903091434,0.95872839765435,0.43844317030728225,0.4501251157933645,2.4350213695225973,1.66037304295212,0.9211518908242232,0.7483488557284317,SCalifornia,2010,Early
A,40%,384,0.7846650982659208,0.13084214376750625,1.111806198372265,0.22498134014531676,0.6397246647659592,0.12212471141619544,1.107011240847765,0.391005775414374,0.47818971077712,2.95139559500302,1.6669793095193899,0.9211888124173948,0.7499371566824883,SCalifornia,2010,Early
A,40%,396,0.776693270290769,0.16509755099292375,1.1736914545827624,0.2949241785195215,0.6592134634670678,0.176878716976242,1.1627958570569898,0.35461743737407425,0.48008657857674597,3.319165316914105,1.69644376930396,0.9061843369868623,0.7510721989577133,SCalifornia,2010,Early
A,40%,408,0.78401634254701,0.1431477208587985,1.130466439066495,0.24576540642904826,0.646744477577167,0.13489710372230862,1.1246373094425,0.3770785062554345,0.47954022589490175,2.9634303216196276,1.6670714739028125,0.9347133062737045,0.752985768857068,SCalifornia,2010,Early
A,60%,108,0.7395586242849888,0.32687111938943425,0.6845506468695914,0.5951418183290685,0.5300581232258714,0.435146047910856,0.6876026474226625,0.315664815626903,0.357408404278814,3.296880484868953,2.065168304621145,3.390410178988275,0.777221405132841,SCalifornia,2010,Early
A,60%,120,0.7427390746450725,0.27874063807687377,0.7527821792870413,0.5217221283341705,0.5590954229130285,0.378776396633852,0.7571944495285751,0.3368875987963945,0.384319422778578,3.46434354785883,1.9371432481629798,2.756459560965145,0.7612853370281708,SCalifornia,2010,Early
A,60%,132,0.7546843465090842,0.19933881706214124,0.8674716507772685,0.3844163604746528,0.597424515679691,0.26495739270318924,0.8774262563272013,0.3736116183716077,0.426830427499634,3.474689678764645,1.7756824231649748,1.7043848937138328,0.7357870544899275,SCalifornia,2010,Early
A,60%,144,0.7619013680623,0.188416773428326,0.9357308767193693,0.3367684409044088,0.5975421840944259,0.213098309899897,0.9004738336067765,0.38042236855056427,0.43098135055939973,3.1270373902865574,1.702690568839255,1.3695309871149068,0.7267974055305215,SCalifornia,2010,Early
A,60%,156,0.763962401741271,0.14048466648804392,1.354155512634707,0.2426486454768236,0.6656962164992718,0.14335314362160556,1.0691554656791582,0.371370142636734,0.4883075816920335,3.116080114603455,1.731510319227365,1.3119141597664148,0.7275947074790743,SCalifornia,2010,Early
A,60%,168,0.7654221589174153,0.17935661434544176,0.9409820999211318,0.31983979093252674,0.5997759775186092,0.200785733933362,0.9074417194473395,0.3864699750016285,0.43445695105994825,3.1107775639156747,1.728093367744455,1.310405766453273,0.7283738043340533,SCalifornia,2010,Early
A,60%,180,0.7667299247725552,0.15539783096270776,0.8249210987494398,0.27504373408837,0.5779023199238145,0.16327420406787074,0.8508610223282472,0.421271645515699,0.4235787507909365,2.9833673899333575,1.7101161530522302,1.2161973076819874,0.7260988110415713,SCalifornia,2010,Early
A,60%,192,0.763077786906736,0.17353306277640373,1.0230099877442431,0.3036389762221825,0.605961960784614,0.18402883072019324,0.977717957388949,0.38078860716656626,0.445669639563602,3.0323289307238226,1.6789221577792774,1.217356697170299,0.7255375745284732,SCalifornia,2010,Early
A,60%,204,0.7581035236992806,0.1477722428175962,1.774531148115717,0.25885246302001325,0.683963376286864,0.1614923289194946,1.3184984502549537,0.31172772752583977,0.5404192298133965,3.46309602366867,1.7768022954863951,1.2522926094814197,0.7357618601251807,SCalifornia,2010,Early
A,60%,216,0.7605493160960655,0.1110885437825811,2.0925307087776006,0.19378482500893987,0.7131294788125088,0.11780002924888465,1.437874044580027,0.3041937677397895,0.5846939324400473,3.640106068129895,1.8549013445625926,1.2187650658215357,0.7427570729864827,SCalifornia,2010,Early
A,60%,228,0.773005458495707,0.13642224201592776,1.1238489371467284,0.23566330034241076,0.617895708556388,0.13353000493112982,1.006991065443909,0.396642779229797,0.466910157842298,3.090849720581315,1.7350379326503376,1.0742619517513534,0.73154796888323,SCalifornia,2010,Early
A,60%,240,0.7739987609443647,0.156076233105533,0.985011877304069,0.27099398654233503,0.6100032200837142,0.15792430420995668,0.9941831261971779,0.39166086853600146,0.4523893939755565,2.89180993078502,1.64940850253474,1.0355119494146106,0.72551450082446,SCalifornia,2010,Early
A,60%,252,0.7738184089801989,0.1221567696163739,1.120940718066869,0.2092702129620233,0.622446139496247,0.11652882576635867,1.0846709075412293,0.39786195802214497,0.48057413925326853,2.7638802112070078,1.660019336719025,0.9624430095088697,0.7285485761139122,SCalifornia,2010,Early
A,60%,264,0.7737822708239502,0.13094873558957382,1.0164053278259946,0.2245659412977225,0.6083732370406421,0.1255051653358148,1.0002261622456843,0.41042064630749303,0.458756622117962,2.8190268605306628,1.6437358588814526,0.9469961704918437,0.726671075289154,SCalifornia,2010,Early
A,60%,276,0.777514810860804,0.12699037805355576,0.9048170422567148,0.2119612800780705,0.5850469236112995,0.11103868210600325,0.9044146721206905,0.43521125254272175,0.437485199632461,2.6459974821333274,1.6513172741003275,0.9021934980986555,0.7281487089105461,SCalifornia,2010,Early
A,60%,288,0.7787582431596203,0.1435051692781835,0.9856411738154804,0.24824423337488075,0.6113596609032528,0.13912804175726834,0.9853041095933674,0.404023760129628,0.45236061198212824,2.94616606934998,1.607533579693635,0.8839944883702735,0.725248893716873,SCalifornia,2010,Early
A,60%,300,0.78006621392943,0.13204746179423374,0.939007390089907,0.2209863880759485,0.5949147854363923,0.1157136561094895,0.9350872125248915,0.4235629546820623,0.4443487718839513,2.70100746637985,1.629022642962825,0.8491869197609438,0.7287596935786911,SCalifornia,2010,Early
A,60%,312,0.7767756515039195,0.1384193387172325,1.0272618032891787,0.24152828489388525,0.6250190970344756,0.13585337047571575,1.0324399682239551,0.3983345172382842,0.463083399070376,3.0566961078892527,1.5947552736255424,0.846746056150406,0.726472154938214,SCalifornia,2010,Early
A,60%,324,0.7770786643098442,0.14123165834601176,0.8977750365082833,0.2488600175458735,0.6116779118769288,0.14165060742563704,0.9773751671925868,0.41236611164152875,0.4463859554615702,3.0672319725358275,1.62093848442001,0.8690974195414595,0.7298737336602877,SCalifornia,2010,Early
A,60%,336,0.7777604800579607,0.136057581290291,1.1129561282789986,0.23998929262164226,0.637156065987314,0.135906659918793,1.0786510985747824,0.38980791838092377,0.47430889605770377,3.1878348251644972,1.61915602468183,0.84099861771153706,0.732523117128191,SCalifornia,2010,Early
A,60%,348,0.7832597538970325,0.10004064627203055,1.5084910444746356,0.16566019716886302,0.6450536211488624,0.0839976925157367,1.1773633683890683,0.3859644126732855,0.5141020613279605,2.88102319372882,1.6257362756142326,0.837138592801218,0.737823671024923,SCalifornia,2010,Early
A,60%,360,0.7788451246029843,0.1268849841184875,1.1259256571284628,0.21689685314619825,0.6317611321846832,0.11652195093243083,1.0830234856904437,0.3979707311071765,0.4753046980346883,2.9665892688591073,1.59339527695568,0.8450906908860887,0.7347878755943951,SCalifornia,2010,Early
A,60%,372,0.7859867143005962,0.11519514057597474,0.9691037163394123,0.19141029958014277,0.6048241273861765,0.096296356796699,0.979267818404219,0.4296845640006615,0.4551662798613543,2.648963070278145,1.6513775597168026,0.8816973742443548,0.7442092354635262,SCalifornia,2010,Early
A,60%,384,0.781132091789303,0.137783254104528,1.1368946032955576,0.24367214034920026,0.651350821458759,0.13852197323993726,1.1307080798740976,0.37948268140139224,0.4827268641609005,3.2116885778112674,1.65035309150365,0.8655370686600002,0.7429493851131654,SCalifornia,2010,Early
A,60%,396,0.7736972220099687,0.1655845381543415,1.1833171749800926,0.29924899311533776,0.6641039442765178,0.180736870409009,1.1741026846202827,0.3517903455118613,0.4826177415039815,3.469274558816975,1.6824901079821575,0.8560505036606958,0.7454098423723322,SCalifornia,2010,Early
A,60%,408,0.7796770868439508,0.1499953154238505,1.1537846368023676,0.2630462515660715,0.6552727771498843,0.150126026983571,1.14769669162827,0.36778523562593624,0.48222018240881903,3.18980595058787,1.6509060898486476,0.8720839667171835,0.7464909674461785,SCalifornia,2010,Early
A,80%,108,0.7222844846005669,0.329255567729858,0.61657192310114906,0.6274727149202792,0.502269718039442,0.47232102937298176,0.621163683788786,0.32858849684504426,0.3421591892413055,3.6479904315026452,2.0813818954372274,3.1756815824342874,0.775922658718691,SCalifornia,2010,Early
A,80%,120,0.7318128070592915,0.28467611270843074,0.6773827202537107,0.535191810043474,0.527539009538606,0.3893937118183848,0.676666793758335,0.3494448678956118,0.3659400249823345,3.4579274680657672,1.9614632674328476,2.66485131576543,0.7609409491690442,SCalifornia,2010,Early
A,80%,132,0.7466269862816458,0.20017777178511975,0.8051113313813473,0.37208377087636574,0.5720961559017308,0.24899447799638752,0.8099396321622465,0.3864450547164635,0.4135098932938067,3.40175354295798,1.764362770793175,1.6209275194693902,0.7330398468609882,SCalifornia,2010,Early
A,80%,144,0.7560487395196045,0.16647449159720948,0.961147017064145,0.290731844169187,0.5942386533832947,0.17458581564192627,0.9390163819337405,0.3938121577086975,0.440068192791774,3.3535588315724376,1.649073541978275,1.1676473101377087,0.7193320710565805,SCalifornia,2010,Early
A,80%,156,0.7580739965886207,0.13405327702226097,1.2329469420182275,0.2384460478108964,0.6503300011999542,0.14511007846694524,1.077725533727385,0.38223454439496224,0.4837731689136757,3.996037749782475,1.6852384166789576,1.1261039220571956,0.717448311521079,SCalifornia,2010,Early
A,80%,168,0.7578698517450863,0.15731541859098425,0.9809484885931052,0.27659041421619923,0.6037719985029945,0.16639860246413024,0.959853266899786,0.396031963961055,0.446658097498899,3.42929322225998,1.65293063988363,1.0453268347577898,0.7154895308146335,SCalifornia,2010,Early
A,80%,180,0.7575995518835177,0.15119348793661874,0.8160010998357975,0.26348643295957197,0.5674613012630687,0.1535672954430655,0.8323585792540318,0.4288964384391973,0.41990320221625876,3.008011135032085,1.6507990556513925,1.0684597522608728,0.7155802089689896,SCalifornia,2010,Early
A,80%,192,0.7561815788632327,0.1665726171522885,1.0571363126704207,0.288089949068836,0.6070292332074627,0.17362175475061176,1.0292738114650262,0.3810690346395205,0.4523540143890813,3.21496268594684,1.5824958265229325,0.975903535731068,0.711687716996878,SCalifornia,2010,Early
A,80%,204,0.7526834403916003,0.15287539414696907,1.7038887212668326,0.2737258507915816,0.685193223417474,0.17648262242682738,1.3464082015428376,0.31280545600243476,0.534293859097429,3.875327237154168,1.6434830095728774,0.8651693386577045,0.7178669000818945,SCalifornia,2010,Early
A,80%,216,0.7559559055860263,0.120664537295609,1.98594903912593,0.2217724175027069,0.7119670305337753,0.14451542045266094,1.4162816010320525,0.3082805359929065,0.5710627462988898,4.148171774361305,1.7199116182080023,0.7879185912817758,0.7222128753632577,SCalifornia,2010,Early
A,80%,228,0.7652808960825263,0.13183181027962881,1.1186552088347634,0.23007121681566825,0.6136567477975174,0.1334529282191605,0.997814244121657,0.40299475086360803,0.46535153923192474,3.296609811272085,1.63464048277962,0.792458941920932,0.7099238130702075,SCalifornia,2010,Early
A,80%,240,0.763725977853023,0.14748901752779775,1.0167213702725675,0.25387624760090477,0.61654175630732,0.1441793713381463,1.0334857354045028,0.394743338550732,0.4580235515647865,3.16728405653355,1.5292200829147675,0.7330655457708135,0.7014037931402632,SCalifornia,2010,Early
A,80%,252,0.759671357536325,0.13843997756817825,1.0447367296463614,0.2426717445855245,0.623871755587692,0.13908562603619595,1.0439708327451265,0.396193566952032,0.46541584555320825,3.2116088724043177,1.544290347387315,0.7248014778164015,0.7016304476886805,SCalifornia,2010,Early
A,80%,264,0.7621413886945325,0.131204166668026,1.0665999130806083,0.23468989125481377,0.6328874185541155,0.1366931716970119,1.0606776492938785,0.39666875865510326,0.47229286355197003,3.3070207491702024,1.531377916873505,0.7031116890160125,0.699833922712766,SCalifornia,2010,Early
A,80%,276,0.768745061556787,0.12142700040247975,0.968863085727154,0.2104434435366005,0.608678677336565,0.116449557957608,0.9659865412772595,0.4229328285661428,0.45594454247301575,3.003008934527985,1.55527629064939,0.6841408821286182,0.7036459822031516,SCalifornia,2010,Early
A,80%,288,0.7712856867391753,0.13030143846520875,1.0775886689059295,0.22805762953314224,0.6345370933318525,0.12916219248695052,1.0725155774406068,0.39511264083971326,0.4748121695748527,3.26402814315026,1.5011316405983874,0.6335046825407413,0.700352428491447,SCalifornia,2010,Early
A,80%,300,0.7712495353752425,0.12277933319081125,0.9977719274931109,0.2121134170100685,0.614528611326767,0.11698797257287125,0.9937956875901091,0.41580069854449175,0.4616595612493025,3.0458848773458778,1.5364095246952925,0.6495116364630678,0.7048960153393142,SCalifornia,2010,Early
A,80%,312,0.7697132134448992,0.12235311070580575,1.122734838505415,0.216634370925958,0.647289312960836,0.12366472208925833,1.1211053812436051,0.3924562491275815,0.485463956035905,3.3279979278181475,1.4839648178886276,0.6084156955161905,0.702222112367096,SCalifornia,2010,Early
A,80%,324,0.770868284115478,0.12744547370168874,1.021377287677603,0.22592920028125674,0.6348050321478855,0.12852772334383208,1.0571912886505255,0.404485216552775,0.46824306629469503,3.35271763021912,1.5007390147078625,0.608719349983169,0.703510131775367,SCalifornia,2010,Early
A,80%,336,0.7701869701746528,0.12014514028811317,1.17213687873606,0.213085581391121,0.6519241557885602,0.12118948917646899,1.15021156009749,0.388724016377119,0.4911032939559895,3.3672906654325474,1.505711320012395,0.611900924898406,0.7060769563483985,SCalifornia,2010,Early
A,80%,348,0.7753346622211117,0.09188789163174747,1.3895475732577154,0.1571864449141968,0.6499513935911775,0.0842065201038204,1.2181680248344304,0.3905472245832038,0.5172984169379272,2.8541915416014176,1.5276124566718274,0.633787867167813,0.7100469871802808,SCalifornia,2010,Early
A,80%,360,0.7714259948218107,0.11482680836247025,1.1964342810105326,0.2005688854640295,0.6524572358768125,0.11075414130366475,1.1675893546230924,0.39092346209293927,0.4938426907958757,3.239747324241085,1.482410448234135,0.6019544699152752,0.7072011878795105,SCalifornia,2010,Early
A,80%,372,0.7771641332367369,0.10967165456512751,1.0305648910269518,0.1873829773468395,0.6235383734672677,0.0992851733115694,1.0330735669319513,0.42068952612959803,0.469573322384428,2.98938327074209,1.53532107116758,0.6178624923935205,0.712891803048148,SCalifornia,2010,Early
A,80%,384,0.772551401126492,0.12100078059027325,1.2087619881596225,0.21793662604035324,0.6685374429417755,0.125876402302677,1.1992379184123425,0.378191996844708,0.5010487444032853,3.53454800822158,1.5357963163619575,0.6233554670806618,0.7170375150636658,SCalifornia,2010,Early
A,80%,396,0.7641774536091208,0.1459580986003445,1.261184297138485,0.27184486042092476,0.6830434438187055,0.168741773015162,1.2473115338113625,0.35139040576212827,0.5027882277039928,3.8588644021001426,1.56244486171711,0.6057638954445272,0.7188526486705314,SCalifornia,2010,Early
